#doc source pos typeindex type topic
#alpha : 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
#beta : 0.01
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 21 497 kasem 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 22 816 preparing 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 23 817 event 12
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 24 818 additional 48
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 25 819 supplies 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 26 520 khouri 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 27 458 spoken 37
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 28 820 provide 34
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 29 819 supplies 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 30 821 superior 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 31 72 quality 37
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 32 431 required 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 33 322 pay 37
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 34 336 cash 48
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 35 465 meeting 13
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 36 822 wire 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 37 333 money 48
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 38 278 account 34
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 39 376 saudi 4
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 40 402 january 13
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 41 823 kasam 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 42 332 contact 0
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 43 824 trust 8
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 44 825 follow 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 45 520 khouri 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 46 826 haven 34
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 47 827 past 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 48 470 russian 12
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 49 231 military 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 50 823 kasam 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 51 828 stuff 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 52 520 khouri 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 53 829 americans 34
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 54 830 job 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 55 823 kasam 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 56 831 decide 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 57 520 khouri 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 58 831 decide 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 59 303 december 37
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 60 823 kasam 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 61 832 figure 37
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 62 333 money 48
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 63 520 khouri 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 64 833 operation 34
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 65 823 kasam 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 66 520 khouri 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 67 831 decide 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 68 834 materials 0
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 69 43 place 37
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 70 823 kasam 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 71 508 ll 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 72 520 khouri 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 73 270 dubai 13
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 74 508 ll 19
36 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing4 75 371 check 48
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 0 764 september 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 1 490 surveillance 19
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 2 703 suspected 14
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 3 172 arms 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 4 704 dealers 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 5 274 nicolai 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 6 705 kuryakin 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 7 353 boonmee 14
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 8 706 khemkhaengare 14
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 9 274 nicolai 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 10 705 kuryakin 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 11 353 boonmee 14
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 12 706 khemkhaengare 14
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 13 37 registered 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 14 707 attendees 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 15 835 langkawi 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 16 517 international 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 17 836 maritime 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 18 837 aerospace 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 19 838 lima 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 20 472 exhibition 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 21 839 mahsuri 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 22 517 international 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 23 472 exhibition 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 24 801 center 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 25 840 malaysia 29
37 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing40 26 764 september 29
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 0 490 surveillance 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 1 78 date 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 2 764 september 29
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 3 491 provided 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 4 492 cia 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 5 493 israeli 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 6 494 defense 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 7 207 forces 29
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 8 231 military 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 9 495 directorate 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 10 490 surveillance 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 11 496 muhammad 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 12 497 kasem 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 13 802 august 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 14 841 subject 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 15 269 meet 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 16 517 international 29
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 17 842 tribune 21
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 18 843 reporter 29
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 19 844 sevlana 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 20 16 café 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 21 841 subject 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 22 845 ordered 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 23 846 musakhan 1
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 24 847 tea 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 25 728 left 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 26 16 café 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 27 848 proceeded 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 28 849 north 5
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 29 827 past 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 30 850 gazzede 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 31 851 cami 1
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 32 774 mosque 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 33 599 entering 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 34 583 apartment 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 35 852 shulaf 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 36 467 al 49
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 37 853 aramaf 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 38 583 apartment 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 39 600 building 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 40 854 informants 5
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 41 744 state 29
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 42 855 staying 4
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 43 856 apartments 38
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 44 802 august 10
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 45 583 apartment 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 46 857 rented 29
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 47 815 abdullah 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 48 520 khouri 19
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 49 858 mjf 1
38 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing41 50 859 sympathizer 29
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 0 79 october 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 1 702 mi 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 2 702 mi 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 3 212 states 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 4 860 bullets 15
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 5 133 guns 23
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 6 231 military 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 7 861 ware 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 8 316 items 46
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 9 105 police 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 10 606 recovered 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 11 862 raiding 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 12 863 house 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 13 864 narok 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 14 80 kenya 23
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 15 865 belonging 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 16 97 mr 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 17 98 thabiti 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 18 99 otieno 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 19 702 mi 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 20 866 officers 42
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 21 867 investigating 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 22 868 sleeping 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 23 869 bags 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 24 870 nato 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 25 871 approved 42
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 26 132 mm 23
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 27 872 calibre 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 28 130 ammunition 23
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 29 231 military 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 30 873 desert 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 31 874 boots 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 32 875 combat 23
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 33 876 rain 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 34 877 jackets 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 35 231 military 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 36 878 fuel 15
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 37 696 tanks 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 38 263 british 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 39 745 army 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 40 879 inscribed 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 41 880 land 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 42 881 rover 36
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 43 882 spare 23
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 44 883 parts 15
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 45 231 military 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 46 884 machetes 1
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 47 885 knives 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 48 677 landed 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 49 886 hands 44
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 50 887 unauthorised 23
39 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing42 51 481 person 44
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 0 78 date 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 1 79 october 6
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 2 491 provided 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 3 492 cia 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 4 284 pakistani 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 5 285 criminal 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 6 86 investigation 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 7 286 unit 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 8 287 karachi 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 9 288 division 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 10 276 note 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 11 490 surveillance 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 12 765 activities 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 13 281 maulana 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 14 282 haq 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 15 283 bukhari 35
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 16 703 suspected 14
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 17 71 top 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 18 888 leader 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 19 287 karachi 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 20 889 faction 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 21 714 lashkar 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 22 602 jhangvi 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 23 283 bukhari 35
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 24 890 frequently 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 25 778 accompanied 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 26 715 akram 10
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 27 716 basra 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 28 891 acts 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 29 779 driver 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 30 892 bodyguard 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 31 818 additional 48
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 32 292 information 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 33 491 provided 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 34 105 police 5
40 /Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_1/ArmsDealing43 35 854 informants 5
